2943	1024
8343	1024
913	1024
8214	1024
1271	1024
7221	1024
4747	1024
2594	1024
6470	1024
4884	1024
8533	1024
2202	1024
6372	1024
3832	1024
4565	1024
4964	1024
3368	1024
8054	1024
1346	1024
9232	1024
3952	1024
5479	1024
4844	1024
9632	1024
5267	1024
3731	1024
5240	1024
1791	1024
2068	1024
5534	1024
5929	1024
5010	1024
228	1024
3193	1024
9575	1024
1498	1024
413	1024
4322	1024
444	1024
3234	1024
5557	1024
8976	1024
5436	1024
1928	1024
2807	1024
10000	1024
3243	1024
2527	1024
4405	1024
940	1024
8110	1024
4709	1024
2771	1024
2954	1024
4340	1024
8037	1024
6684	1024
9579	1024
9828	1024
5103	1024
1464	1024
2108	1024
6464	1024
1692	1024
5300	1024
6039	1024
3189	1024
2065	1024
360	1024
3632	1024
5298	1024
5916	1024
8959	1024
7085	1024
4195	1024
8118	1024
3436	1024
7437	1024
644	1024
4193	1024
4729	1024
8753	1024
8901	1024
7499	1024
8058	1024
3240	1024
1887	1024
4741	1024
9170	1024
1714	1024
9843	1024
634	1024
173	1024
6307	1024
2325	1024
1825	1024
8697	1024
1865	1024
241	1024
9056	1024
1849	1024
5538	1024
1323	1024
807	1024
2623	1024
5517	1024
8924	1024
2410	1024
9305	1024
5919	1024
6602	1024
4033	1024
1024	1024
5502	1024
1531	1024
9081	1024
8741	1024
3418	1024
174	1024
4263	1024
1483	1024
6368	1024
1248	1024
8008	1024
9026	1024
9924	1024
6184	1024
7722	1024
1788	1024
6424	1024
6777	1024
9988	1024
8313	1024
4451	1024
7147	1024
7287	1024
9967	1024
6070	1024
9697	1024
9272	1024
8341	1024
6298	1024
9656	1024
5716	1024
1800	1024
7539	1024
4796	1024
6892	1024
956	1024
1321	1024
1154	1024
8790	1024
7689	1024
2401	1024
3149	1024
6714	1024
8676	1024
9332	1024
4436	1024
6816	1024
5755	1024
7564	1024
6803	1024
4068	1024
2015	1024
3949	1024
7706	1024
8333	1024
6371	1024
7402	1024
7604	1024
4711	1024
3700	1024
7260	1024
426	1024
5499	1024
1150	1024
1573	1024
2390	1024
8457	1024
2894	1024
9896	1024
7246	1024
6934	1024
8648	1024
6747	1024
3647	1024
7324	1024
6078	1024
4434	1024
4139	1024
8185	1024
1998	1024
941	1024
8604	1024
364	1024
1242	1024
6309	1024
8696	1024
7612	1024
3711	1024
2652	1024
8674	1024
7410	1024
6263	1024
5451	1024
9260	1024
7412	1024
7023	1024
1649	1024
5868	1024
6268	1024
1544	1024
9465	1024
3201	1024
192	1024
6211	1024
3200	1024
3867	1024
8641	1024
7633	1024
8005	1024
6825	1024
5982	1024
5297	1024
1780	1024
6345	1024
6538	1024
8088	1024
1393	1024
4149	1024
8150	1024
4044	1024
9174	1024
1911	1024
306	1024
4624	1024
1170	1024
7717	1024
7999	1024
2819	1024
3584	1024
4266	1024
714	1024
3048	1024
3819	1024
7257	1024
5611	1024
3370	1024
1123	1024
4251	1024
1002	1024
5479	1024
1075	1024
3336	1024
776	1024
9206	1024
6032	1024
7313	1024
3645	1024
7424	1024
7814	1024
1795	1024
7819	1024
6987	1024
3705	1024
8124	1024
7963	1024
1227	1024
2192	1024
5961	1024
397	1024
2127	1024
6578	1024
1110	1024
1527	1024
396	1024
8367	1024
7137	1024
3765	1024
5841	1024
1387	1024
1119	1024
1320	1024
8813	1024
806	1024
2095	1024
4370	1024
6837	1024
5759	1024
8014	1024
613	1024
9924	1024
9808	1024
8431	1024
3263	1024
9865	1024
2907	1024
1225	1024
7443	1024
5098	1024
7185	1024
7839	1024
3577	1024
3762	1024
5300	1024
5103	1024
510	1024
3666	1024
8591	1024
626	1024
5859	1024
9977	1024
1744	1024
7178	1024
5141	1024
8901	1024
5624	1024
9510	1024
5738	1024
7734	1024
3875	1024
6350	1024
7658	1024
35	1024
1132	1024
920	1024
6251	1024
4038	1024
2144	1024
3693	1024
9136	1024
5680	1024
1531	1024
9064	1024
9441	1024
6830	1024
4166	1024
9950	1024
6848	1024
2756	1024
6928	1024
9058	1024
9084	1024
8671	1024
6235	1024
576	1024
3924	1024
8210	1024
6437	1024
9661	1024
2295	1024
311	1024
2362	1024
9952	1024
345	1024
3493	1024
7223	1024
6595	1024
7531	1024
5718	1024
287	1024
3018	1024
1397	1024
8169	1024
2081	1024
7190	1024
1351	1024
2598	1024
3491	1024
8198	1024
5353	1024
418	1024
7255	1024
788	1024
5441	1024
9841	1024
1363	1024
9364	1024
4402	1024
7799	1024
5376	1024
6696	1024
8109	1024
7737	1024
3000	1024
4806	1024
1229	1024
6574	1024
7752	1024
5111	1024
2292	1024
8039	1024
4480	1024
40	1024
2559	1024
2912	1024
7229	1024
3909	1024
5509	1024
7072	1024
8458	1024
7213	1024
7489	1024
2064	1024
8000	1024
9281	1024
8256	1024
9362	1024
8644	1024
2657	1024
3512	1024
4019	1024
5705	1024
7973	1024
8107	1024
5056	1024
2778	1024
5688	1024
1629	1024
529	1024
798	1024
272	1024
4919	1024
1630	1024
312	1024
3830	1024
4541	1024
3892	1024
7738	1024
50	1024
963	1024
2548	1024
7262	1024
4804	1024
4611	1024
5262	1024
436	1024
2867	1024
975	1024
9080	1024
1875	1024
4487	1024
9450	1024
3931	1024
2459	1024
3909	1024
8986	1024
1588	1024
9596	1024
615	1024
8468	1024
393	1024
886	1024
3387	1024
8374	1024
7549	1024
3568	1024
2915	1024
1441	1024
1305	1024
2964	1024
8755	1024
204	1024
6577	1024
3558	1024
4815	1024
1838	1024
346	1024
4033	1024
9165	1024
5777	1024
2259	1024
3651	1024
5226	1024
6190	1024
2461	1024
5486	1024
5175	1024
400	1024
5081	1024
2141	1024
8867	1024
1826	1024
3027	1024
8605	1024
199	1024
575	1024
2172	1024
3113	1024
8367	1024
9829	1024
2428	1024
7122	1024
32	1024
9005	1024
7031	1024
1198	1024
7194	1024
7376	1024
1582	1024
6358	1024
3152	1024
3841	1024
6360	1024
4730	1024
30	1024
5172	1024
215	1024
1556	1024
5571	1024
1648	1024
3697	1024
790	1024
3473	1024
3075	1024
9394	1024
3671	1024
1	1024
7918	1024
3136	1024
8368	1024
4098	1024
5563	1024
1841	1024
4129	1024
919	1024
5223	1024
1679	1024
8113	1024
2599	1024
3260	1024
822	1024
2102	1024
7100	1024
7182	1024
6831	1024
3481	1024
8705	1024
3398	1024
1389	1024
4276	1024
5045	1024
1437	1024
1417	1024
8517	1024
4511	1024
810	1024
8539	1024
863	1024
5079	1024
8026	1024
9230	1024
9176	1024
9941	1024
7422	1024
9657	1024
859	1024
2645	1024
1335	1024
8971	1024
1595	1024
946	1024
6145	1024
3696	1024
8046	1024
3326	1024
6879	1024
7878	1024
8382	1024
276	1024
9266	1024
9009	1024
5320	1024
702	1024
425	1024
188	1024
1564	1024
7587	1024
5078	1024
2427	1024
2665	1024
3104	1024
8008	1024
8193	1024
3044	1024
1782	1024
7849	1024
254	1024
4426	1024
9183	1024
9225	1024
6020	1024
128	1024
5369	1024
6067	1024
4525	1024
5046	1024
2945	1024
8755	1024
3427	1024
3220	1024
4372	1024
8788	1024
4891	1024
1426	1024
9212	1024
1430	1024
2989	1024
6798	1024
6508	1024
1767	1024
9463	1024
5963	1024
6127	1024
4007	1024
5358	1024
7908	1024
1855	1024
5611	1024
8685	1024
7389	1024
1187	1024
4704	1024
3868	1024
2907	1024
770	1024
8393	1024
7952	1024
67	1024
3499	1024
7731	1024
3286	1024
7870	1024
6518	1024
4529	1024
5647	1024
2081	1024
5958	1024
4988	1024
8879	1024
8817	1024
6754	1024
4693	1024
1131	1024
9232	1024
8699	1024
6488	1024
7139	1024
553	1024
8451	1024
5823	1024
4293	1024
9637	1024
6878	1024
8160	1024
2544	1024
4000	1024
6552	1024
6847	1024
4066	1024
6402	1024
929	1024
3703	1024
624	1024
3798	1024
8231	1024
6270	1024
5879	1024
541	1024
1257	1024
1109	1024
5709	1024
8011	1024
5801	1024
6840	1024
7242	1024
851	1024
9679	1024
